Modes	Outlets	Supercatchment	StreamID
929	1183	6	505
360	1234	6	506
1097	1385	6	506
280	695	6	507
383	871	6	507
486	1133	6	507
592	1184	6	507
1166	1340	6	507
1266	1428	6	507
362	871	6	508
495	1133	6	508
600	1184	6	508
812	1285	6	508
281	695	6	509
385	871	6	509
809	931	6	509
334	876	6	510
730	1162	6	510
1102	1346	6	510
280	695	6	511
385	871	6	511
724	883	6	511
1008	1215	6	511
228	498	6	512
334	876	6	512
725	1162	6	512
1168	1331	6	512
1306	1402	6	512
281	950	6	513
545	1177	6	513
278	688	6	514
379	872	6	514
718	1040	6	514
873	1210	6	514
1052	1488	6	514
1286	1603	6	514
278	688	6	515
383	871	6	515
720	1040	6	515
849	1236	6	515
1025	1381	6	515
1365	1541	6	515
1496	1653	6	515
279	950	6	516
540	1175	6	516
1138	1350	6	516
388	984	6	517
280	695	6	518
383	984	6	518
951	1225	6	518
1113	1318	6	518
1213	1402	6	518
280	695	6	519
384	867	6	519
801	984	6	519
926	1142	6	519
1135	1472	6	519
1290	1582	6	519
280	695	6	520
543	886	6	520
647	1078	6	520
877	1258	6	520
278	688	6	521
379	872	6	521
741	1559	6	521
873	1601	6	521
1618	1799	6	521
256	1016	6	522
496	1104	6	522
254	1016	6	523
489	1102	6	523
1144	1328	6	523
280	695	6	524
383	871	6	524
564	979	6	524
772	1377	6	524
929	1511	6	524
1182	1869	6	524
2120	2237	6	524
1538	2266	6	524
1983	2266	6	524
278	688	6	525
379	872	6	525
561	979	6	525
945	1498	6	525
1175	1632	6	525
278	688	6	526
383	871	6	526
667	904	6	526
797	1198	6	526
1028	1263	6	526
278	688	6	527
383	872	6	527
563	1064	6	527
691	1175	6	527
821	1303	6	527
306	1064	6	530
305	1064	6	531
1054	1210	6	531
362	871	6	532
495	1126	6	532
891	1276	6	532
1203	1355	6	532
280	695	6	533
384	871	6	533
489	1125	6	533
1115	1258	6	533
280	695	6	534
386	984	6	534
727	1263	6	534
909	1669	6	534
1641	1771	6	534
357	1234	6	535
1136	1308	6	535
1329	1481	6	535
280	695	6	536
386	984	6	536
727	1223	6	536
280	695	6	537
386	871	6	537
753	1462	6	537
280	695	6	538
386	871	6	538
940	1364	6	538
1068	1541	6	538
703	1541	6	538
280	695	6	539
384	871	6	539
775	1208	6	539
880	1328	6	539
1085	1422	6	539
308	1091	6	540
505	1140	6	540
305	1090	6	541
512	1135	6	541
1139	1195	6	541
280	695	6	542
385	871	6	542
571	1064	6	542
677	1175	6	542
834	1304	6	542
1151	1461	6	542
1312	1648	6	542
281	695	6	543
388	871	6	543
574	1064	6	543
677	1175	6	543
974	1233	6	543
836	1304	6	543
1068	1401	6	543
360	1234	6	544
1146	1328	6	544
280	695	6	545
384	871	6	545
566	979	6	545
905	1569	6	545
753	1582	6	545
1472	1919	6	545
1866	1988	6	545
278	688	6	546
379	872	6	546
560	979	6	546
739	1582	6	546
1435	1901	6	546
1864	2042	6	546
280	695	6	547
383	984	6	547
720	1259	6	547
902	1359	6	547
1060	1703	6	547
1162	1948	6	547
1673	2094	6	547
357	1234	6	548
1035	1329	6	548
1193	1438	6	548
357	1234	6	549
1299	1374	6	549
280	695	6	550
487	824	6	550
652	1079	6	550
771	1440	6	550
1114	1676	6	550
1709	1960	6	550
1902	2070	6	550
280	695	6	551
385	871	6	551
776	1208	6	551
957	1501	6	551
1577	1643	6	551
280	695	6	552
385	871	6	552
856	1349	6	552
962	1503	6	552
278	688	6	553
407	984	6	553
739	1249	6	553
912	1359	6	553
1175	1573	6	553
1359	1988	6	553
2019	2352	6	553
278	688	6	556
379	871	6	556
610	1316	6	556
712	1541	6	556
1148	1608	6	556
1481	1877	6	556
280	695	6	557
384	871	6	557
697	1541	6	557
1187	1702	6	557
1420	1798	6	557
1528	1883	6	557
278	688	6	558
406	984	6	558
718	1249	6	558
923	1363	6	558
1134	1667	6	558
1440	2141	6	558
278	688	6	559
407	984	6	559
739	1249	6	559
912	1359	6	559
1124	1655	6	559
1403	1829	6	559
1513	2111	6	559
