Modes	Outlets	Supercatchment	StreamID
1370	1903	5	114
1236	2208	5	114
1571	2273	5	114
1700	2485	5	114
1805	2556	5	114
2043	2713	5	114
282	906	5	116
698	1779	5	116
1420	1962	5	116
1214	2441	5	116
1754	2498	5	116
2176	2667	5	116
2428	2740	5	116
282	906	5	117
589	1835	5	117
1238	2191	5	117
1477	2438	5	117
2184	2708	5	117
282	906	5	118
589	1835	5	118
1238	2191	5	118
1678	2310	5	118
282	906	5	120
718	1780	5	120
1170	2438	5	120
1557	2862	5	120
2445	3275	5	120
2568	3434	5	120
172	340	5	121
1123	2368	5	121
2014	2554	5	121
285	2706	5	121
1127	2368	5	122
261	2705	5	122
2614	2737	5	122
172	340	5	123
1127	2340	5	123
2191	2623	5	123
286	2706	5	123
282	906	5	124
720	1780	5	124
1170	2421	5	124
1658	2585	5	124
1847	2774	5	124
2826	3021	5	124
172	340	5	125
1808	2693	5	125
285	2706	5	125
2754	3033	5	125
172	340	5	126
1407	2158	5	126
1654	2315	5	126
1864	2628	5	126
286	2706	5	126
172	340	5	127
1407	2159	5	127
1654	2315	5	127
1915	2427	5	127
2013	2599	5	127
285	2706	5	127
2414	3000	5	127
261	2705	5	128
2184	2840	5	128
281	906	5	129
714	1780	5	129
1170	2420	5	129
1900	3012	5	129
2636	3456	5	129
282	906	5	130
718	1780	5	130
1170	2420	5	130
1857	3011	5	130
261	2649	5	131
172	339	5	132
285	2706	5	132
2687	3068	5	132
261	2685	5	133
2820	2963	5	133
172	340	5	134
285	2689	5	134
2392	2911	5	134
2797	3101	5	134
172	340	5	137
286	2706	5	137
2710	2945	5	137
2867	3065	5	137
172	340	5	138
286	2706	5	138
2681	3036	5	138
172	340	5	139
285	2706	5	139
2416	3062	5	139
3130	3469	5	139
172	340	5	140
286	2706	5	140
2416	3062	5	140
2961	3150	5	140
2804	3218	5	140
3065	3330	5	140
656	974	6	2
785	1024	6	2
193	1136	6	2
988	1224	6	2
1285	1339	6	2
662	1087	6	3
971	1095	6	3
192	1136	6	3
1136	1297	6	3
192	1136	6	6
580	1299	6	6
916	1511	6	6
192	1136	6	7
539	1288	6	7
957	1320	6	7
1213	1507	6	7
1551	1702	6	7
192	1136	6	8
842	1261	6	8
580	1299	6	8
1198	1722	6	8
1328	1942	6	8
1558	1949	6	8
188	1136	6	9
830	1261	6	9
539	1288	6	9
1439	1939	6	9
1804	2267	6	9
1621	2283	6	9
1959	2457	6	9
192	1136	6	10
539	1288	6	10
1096	1407	6	10
1198	1503	6	10
1328	1832	6	10
1511	2001	6	10
1713	2173	6	10
1843	2438	6	10
2002	2543	6	10
188	1136	6	11
539	1288	6	11
1214	1943	6	11
1586	2460	6	11
1036	2680	6	11
192	1136	6	12
539	1288	6	12
1969	2501	6	12
1659	2538	6	12
1068	2680	6	12
188	1136	6	13
546	1293	6	13
1024	2669	6	13
2439	2726	6	13
2746	2813	6	13
2651	2669	6	14
2766	2844	6	14
588	1208	7	4
227	1242	7	4
691	1248	7	4
1335	1405	7	4
229	1132	7	7
834	1381	7	7
1366	1517	7	7
1525	1722	7	7
229	1132	7	8
895	1364	7	8
1228	1766	7	8
1771	1977	7	8
229	1131	7	9
229	1242	7	10
575	1356	7	10
809	1436	7	10
228	1242	7	11
980	1250	7	11
1132	1478	7	11
1417	1913	7	11
1624	2233	7	11
719	2644	7	11
227	1242	7	12
900	1317	7	12
1000	1436	7	12
1321	1481	7	12
229	1242	7	13
913	1323	7	13
1306	1561	7	13
224	1242	7	14
575	1356	7	14
1245	2573	7	14
738	2642	7	14
227	1242	7	15
1208	1559	7	15
1389	2235	7	15
1524	2514	7	15
719	2642	7	15
227	1267	7	16
455	1417	7	16
1210	1557	7	16
1521	2347	7	16
227	1267	7	17
455	1417	7	17
1404	1600	7	17
1252	1624	7	17
1809	1873	7	17
224	1242	7	18
575	1356	7	18
733	2642	7	18
2480	2759	7	18
2768	2896	7	18
224	1242	7	19
700	2642	7	19
203	352	8	7
195	414	8	8
358	498	8	8
389	473	8	9
310	619	8	11
660	843	8	11
844	999	8	11
949	1051	8	11
300	430	8	14
351	607	8	17
314	479	8	18
272	488	8	19
417	610	8	19
288	459	8	22
595	774	8	22
779	860	8	22
334	637	8	23
516	673	8	23
281	434	8	27
540	638	8	27
281	590	8	28
313	469	8	29
288	383	8	31
300	438	8	32
449	643	8	32
689	791	8	32
338	555	8	33
473	661	8	33
386	675	8	34
293	407	8	35
405	620	8	35
291	398	8	36
402	543	8	40
591	662	8	40
303	421	8	42
312	606	8	43
190	839	8	43
619	971	8	43
878	1114	8	43
1071	1204	8	43
438	847	8	44
662	969	8	44
822	1023	8	44
261	365	8	45
499	753	8	45
337	486	8	46
519	714	8	46
330	579	8	47
730	938	8	47
463	734	8	49
805	1053	8	49
1021	1119	8	49
324	648	8	50
529	877	8	50
958	1172	8	50
212	449	8	53
416	541	8	53
382	601	8	54
341	609	8	55
334	505	8	56
395	594	8	57
527	658	8	57
339	486	8	58
